Unnamed: 0	Twitts	Topic	Sentiment
1089	I'm partially joking, but as probably everyone realized I haven't been in mood for doing this for a long time now. I kinda blame covid, which left me first very scared, then very not-scared-but-apathethic. My Internet activity (like blog) generally went down.	E	P
40	@GraduatedBen @LiveNatural_ Hey @LiveNatural_ , can I ask why you are trying to beat covid with chemicals anyway? https://t.co/0UO4YW0hWf		
789	First time in 2 years, I'm under the weather. Fortunately its not covid. Still annoying though!!		
1064	@OHAOregon I want to keep you informed the director of the OHA is morbidly obese.  Obesity is the #1 health issue in our country and other than old age, puts you at the biggest risk of death from Covid.  Why in the hell would anyone take health advice from this unhealthy person? https://t.co/WhQhmcV1j8	E	P
942	@ShamsCharania So LeBron has COVID.. Or at least he has failed his COVID-19 test.		
612	@BIG_L0U @papa_gardner11 @yagntwt @savanakaamazing @ale1ovrr We literally had no pitchers at the time and our bullpen was gassed, Loaisiga had COVID, and Chapman had less command than Jordan Hicks so we had to go with Britton		
702	Anti-Vaxer Daystar founder Marcus Lamb dies after battle with COVID-19 | https://t.co/5w4246Kpaz https://t.co/29W9jDvoEt		
971	@bphillipsonMP. We need one of these in every classroom in schools. Combined with well fitting marks and other public health measures they would make schools Covid safe for our kids.. https://t.co/2fiKsCvQ9Q		
815	@ShamsCharania How much time he is out if he hasn’t covid?		
671	Biden Tries to Reassure on COVID as He Sells Spending Plan https://t.co/zvYxuKpbtR		
281	@JohnJCrace utterly brilliant column as always. Just one thing based on info coming out of southern africa plus uk scientists saying may well have been #Omicron variant here first, uk government may well have been responsible !. https://t.co/h2Vgvag2wF	O	
762	@AnDexVin @TheWeeder001 I had a tetanus booster a few years ago, I had a covid booster a few weeks ago, what’s the problem?		
742	@MikeKowal9 @clarencehilljr @MasterTes I’m not sure what world  you live on, but anyone who believes in science knows you can still get Covid . With having the vaccination. 🤦🏽‍♂️		
1085	Chair of expert ventilation group says Nolan's comment on HEPA filters 'defies laws of physics' (via @thejournal_ie) https://t.co/b13HUYJeoI		
929	So, I just got this off of @instagram and have to ask; why is there a #Covid_19 more info link on it? It seems... odd? https://t.co/H75dh6mlBc		
1153	@jondelacruz_p @RatKingCharlie1 @MMAFighting @DamonMartin I drank water and got over Covid.  Guess water is the cure.  That’s your logic		
675	$SYY, I have found this name to be an interesting proxy for COVID. https://t.co/LQ9hoBeBMo		
1279	@Justprintmonies @sykristinsson @ptaipale @VincentRK I think that covid is a very serious disease and that therapeutics reduce the seriousness for some versus not been jabbed with the therapeutic vaccines. I also believe and I could be wrong that the waves last a given amount of time before burning out and being overtaken by anothr	V	
1074	Niggas don’t catch covid anymore they just enter safety protocol?		
923	@keithboykin There needs to be accountability for the folks who blew the Covid response. From Trump, to pence, to Kushner on down. It was the greatest national security and public health failure in American history. And we need justice to heal and honor the lost.		P
1148	Latest #COVID19 vaccination update in Ethiopia🇪🇹:. - 433,949 daily doses administered. - 9.31 million total doses administered. - 6.68% first dose vaccinated. - 1.23% fully vaccinated. https://t.co/BZbus8ORXB		
1265	@JenNWCbus yea... my hospital is starting to have a covid wing... again		
232	@livmoods @FDSportsbook @TheVolumeSports You're 100p right, just wanted to clarify in case you were told otherwise haha. But yeah if you miss shoot around you're likely not playing BUT illnesses are different, we've seen some players play through that. Unless it's COVID symptoms 😂	I	P
976	@GavinNewsom The Occupational Safety and Health Administration (OSHA) is abiding by a court order and suspending enforcement of the Biden administration's COVID-19 vaccine mandate on large private businesses.	V	
44	@POTUS Got my Covid booster and flu shot today. 🎉		
80	@chiIIum Zinc and D3 supplements. Have you tested for COVID?		
1039	@BretWeinstein Those fact-checkers are dubious.. . But have a look at this thorough criticism of the paper in question: it very much looks like quackery!. . https://t.co/AhLvtQXRmO	E	P
158	@rayolearycomedy @cjlambert Nine more to go before variants start sounding like US college frat's?. . I am not looking forward to COVID gama-epsilon-theta.. . Nope.	E	P
1299	@kingtutspacs no disagreement on it being a good play but covid funds is what they are all chasing. Cares Act Fund is printing.		
1294	@DrEricDing @monicaonairtalk I have been following you since COVID started and will continue with all your valuable updates, we have to live with the variants now #getvaccinated #WearAMask		
1404	Oil turns lower as Covid variant is confirmed in the U.S.. . https://t.co/Su0iywJWA6		
879	@ExcisionSupport @dreographic @Excision @KaiWachiMusic @diontimmermusic @eliminatemusic @calciumdubs @rayvolpe @JessicaAudifred @BendaMusic @AweminusDub @OfficialAhee @FransisDerelle @frontgatetix Why does it say in more than one place online that their accepting negative Covid tests. https://t.co/c7m8HQm2iF		
1158	@elk_l I hope someone is doing the contact tracing!  Let's see if anyone got sick after visiting Covid Donny!		
965	@Dad__Nation Could care less...for one...ive seen how mcdonalds food is made.  And two if someone chooses to die from mcdonalds isnt going to require the same amount of care during or after compared to covid units.Why would hospitals choose to turn away money if these beds werent really full		
756	@Phil_P_Saliba @midwestjulie @davidfrum Such a BS cut &amp; paste argument. Like comparing Apples to Pelicans. Think it through. Nutritional habits are a part of life where 500k activities build up over 70 yrs to influence your health, and those decisions do not affect others as they are not contagious. Covid = Contagion.	I	P
652	@Mike_Pence Then why did you take a Pfizer covid vaccine that was produced with the fetal cells of aborted children?	V	
1145	@NurseChicknNerd @AimingHigher11 It is likely because many are comfortable with anti-vaxers coming to their inevitable end. The real tragedy is the wake they leave behind—the orphaned children, family members, the medical staff, and people who lost a bed to a COVID patient and died.	E	P
902	#TheNine  What is the common denominator ppl?  . . COVID Cases Are Surging in the Five Most Vaccinated States https://t.co/oeW9HkiP4c		
402	@WHO why weren’t you on top of this new Covid-19 variant		
1159	@NigeriaChet @TheCmone27 @GregorMcConor3 @MMAjunkie No it's not. Any one can look this up. Monoclonal antibodies have been especially used against Covid and some people opt for that instead of the vaccine.. . If you honestly think the vaccine is the only way to treat covid, you're delusional	V	
176	@DHSCgovuk U isolate everyone in the household if 1 tests positive, honestly! Who makes ur ridiculous rules and what drugs r u all on? 🤯 Face masks in shops but not pubs, one kids has covid yet siblings can go to school to spread it until they test positive 🙈 how is any of that logical?	N	N
473	U.S. CDC says all adults should get COVID-19 booster shots #SmartNews  https://t.co/hGNs2aSGUw	N	
740	Biden talks Covid because he gets 3% higher poll ratings. He’s polls increase from 35% favorable to 38% favorable. Regardless Biden Ship That Sailed Has Already Sunk.		
657	BREAKING REPORT: Pfizer CEO Says “Most Likely Scenario” is “ANNUAL REVACCINATION” Against Covid... #dkpol	V	P
1284	Club music in Australia has gone down the drain post-Covid because everyone just makes remixes on tiktok and then plays those remixes in nightclubs now 😭		
705	heyyyy so i just talked to the onset covid consultant and he said ur toxic as well as basic. i’m rly sorry it’s just what he said. also i’m positive	N	
882	@Hoosier84 @CassyWearsHeels EVERYONE has the RIGHT to make our own healthcare decisions. The “vaccine” doesn’t prevent transmission of covid or becoming infected with the virus and the viral load is the same between vaccinated and unvaccinated patients https://t.co/jZ0TO1ckU4	V	
468	@GOPChairwoman So true, Ronna. And speaking of Presidents being wrong, it is of note that…. Covid 19 was not a hoax. It did not miraculously disappear. It wasn’t just like the flu. We didn’t have it totally under control. China was not transparent. . Trump. Was. Wrong. Every. Step. . . He failed us.	E	P
754	@janet60286241 @Smeargledile @TheEconomist How can unvaccinated be blamed when they're not even allowed in the community to spread it? Getting the vaccine doesn't mean you can't get covid and pass it on, it means your body can recognise the virus and fight it more effectively. Stop spreading misinformation.	V	
71	@magrenath covid?		
622	@abcnews Do they care about all of the negative consequences, many of which will last decades, of the zero Covid mentality?	N	
539	@owillis Not surprised, Covid aside if Cuomo could be accused and forced out of office just like that, why would any Santa take the risk?	E	P
39	When anyone / everyone for any reason is diagnosed COVID. . It's a money maker. Since Uncle Sam picks up the bill and of course Ins. companies get billed also. https://t.co/qskPKSiRy7		
18	11m humans die from junk food; 8m die from smoking; 9m die from pollution; 3m from alcohol &amp; DR. FRANKENSTEINS KILL OVER 2.6m HUMANS BY MISDIAGNOSIS &amp; MISPRESCRIPTION that send 500m humans into hospitals while COVID tests are 90% false positives yet media jerks crap about omicron https://t.co/aRAwbSfgHM	O	
1293	@AllenHaddick That’s why it’s suspicious that they’re pushing vaccines as the only method of mitigation for a contagious virus. Vaccinated people can still contract and transmit COVID. So if mitigation is the goal, why only push the one thing that makes a hell of a lot of money for somebody.	V	
477	@ksdemscd2 @cindy4kansas WebMD, doctors, media, scientists, and the vast majority of the public are calling it a vaccine mandate. Regardless, it's incompetent to force workers to get the vaccine or lose their healthcare and job but not require vaccines for seniors.. https://t.co/50xTAUJwm0	V	
1104	The Spanish Flu 1920 killed 3% of the world's population. The flu muted to be more transmissible and less severe over time. This is what viruses do to survive. . . Covid will follow a similar path and will become endemic. . . The world is prepared and the markets know this. #uranium https://t.co/hOzuFT20W1		
1149	GPs prepare to suspend some routine medical checks to give Covid booster jabs https://t.co/gE9SzYlF8W		
897	The bye week may have come at an even better time than the Green Bay Packers thought. https://t.co/BTYnuiSHlZ		
554	@KimIversenShow Why do you ignore the recent French study that Covid vaccinations are over 90% effective at preventing hospitalization and death? . . Covers 23 MILLION people and doesnt rely on anecdotal stories as your COVID segments have. Your new followers may not know!. . https://t.co/0oBAfZbhTl		
1427	Very interesting that most economic breakdowns are being blamed on Covid-19- not COVID restrictions or mandates- not the Fed, treasury, or stock market. It’s a flu- (which only big pharma can save you from😷). 🙄🤡🙄		
886	Covid https://t.co/V9yfRiDqJE		
1336	@POTUS If you are vaccinated but still worried about covid you should probably just never leave your home again		
645	@adrndm @MeisterSilver @Khairykj I see your point but how can we ever go forward if we don’t remove quarantines. We have to live with the risk people are positive. Chances are person next to you has Covid but would never know. Enough people are vaccinated to be taken care of - we have to live with the virus	N	
400	The New variant Omicron have very similar symptoms like vaccines side effects.  Hm hm  hm 😉 . . People still looking for their 67th booster LOL 😂 . . #vaccine #Omicron #OmicronVariant #Covid #COVID19 #malaysia #Covid_19 #corona #coronavirus #nyc #uk https://t.co/U79Z6BrfyD	O	P
1218	@RandomGirltoYou @DrTomFrieden NO MASK should be at the top of the list.  Have NEVER worn one and never had covid.  Go figure!		
69	@freedomtilly @c0ef0afe1f4a43d Hundreds of laboratories and universities across the globe coordinate with the CDC and other government organizations worldwide to come up with the info we use concerning all viruses, not just Covid. Those labs and colleges employ thousands of virologists and epidemiologists.	N	
981	BIDEN DISCUSSING INCLUDING 7-DAY SELF-QUARANTINE BEFORE ARRIVAL, COVID TEST AFTER ARRIVAL, FOR TRAVELERS TO U.S.	N	
369	@JarrodJf @Ludicris131 ✝️Mike Yeadon, ex Chief Scientist(former Vice President of Pfizer) has stated that it is now too late to save any person who has been injected with any Covid-19 vaccine.. Around 0.8% die within 2 weeks.. Life expectancy of 2 years on average.. 2 years decreases with every booster. https://t.co/0bc1JqSCPK	V	
76	@pdubdev Remember, the common flu shot is only 40-60% effective cause there r too many flu variants to cover  them all in 1 shot! The covid BS is no different. Its a virus w variants! stop testing, knock off the nonsense, remove ALL covid-BS limitations, stop paying hospitals &amp; big pharma		
1109	@NickAdamsinUSA He should've been jailed ever since covid broke out		
487	Some Hospitals Prepare to Lose Staff Over Covid-19 Vaccination Mandate https://t.co/XhdwwKcm2x via WSJ #news #WSJ	N	
1303	@MKamensek @MrAlanCooper Sure… I had that conversation a couple of months ago with the EVP/CMO of the company where I work currently. Everything revolved around 2 big trade shows until COVID &amp; now they’re starting to see that you *can* ship smaller things and still hit sales targets.		
655	My mom just called. My grandmother, Aunt, and Uncle, ALL HAVE COVID.. . I swear to god if I lose another family member this year.		
1103	@RT_com Yet no one is reporting adverse reactions. https://t.co/DIIqEBo3RS		
47	I knew the cow girls were gonna fuck us with Covid https://t.co/6hO5ajDZbq		
674	@ViciousTrading Horseshit.  When will people and the markets wake up to this farce.  Ignore the sensationalization of COVID. Get the vax or not.  Fuck off carry on.		
977	🚨🚨The military has warned that DNA data could be used against the population. It is almost certain that DNA data is being collected on #COVID19 tests. .  https://t.co/RuAsfs0tQp		
233	@JamesCleverly If only we had a competent government which didn't let Covid run amok, while starving the health services of funding.  . . Still though, you've got your hugely successful Brexit to enjoy while we wait for the public to throw you out.	N	
538	Europe Covid: Switzerland compels UK arrivals to quarantine for 10 days https://t.co/ylT5QMaDbz	N	
1186	@Spth005a @BarackObama Make sure you mask up and keep 6 feet away from her. You can still catch and spread Covid and now you're less likely to know if you have it.	E	P
1346	@lastoften I just had rotator cuff surgery Friday. I thought it was Covid arm. 😬.  You will be slinging it. 😪		
1415	Obsessed with people going “I am so OVER Covid” like anyone was ever really… into it?	E	P
406	@The_Real_Fly Covid is now a subscription		
769	@lakeshow_wess Highly doubt they’re lying about covid	E	N
735	@folha Stop close contact = stop COVID spread! Download free BostApp to safely communicate with people nearby. Download for free at Apple https://t.co/uChWynVbJG &amp; Google https://t.co/Nvi0yitq3f https://t.co/8n5t7ji6S1		
641	@drnathimdladla Boosters every 3 months will destroy people's innate immune systems. Even if they give any protection against covid at all, they will make people vulnerable to every other microbe on the planet.		
84	@Ms_Ethereum @bennyjohnson And that's how we identify someone spreading false information about covid-19	V	
1426	Doctor discovered Nano Razor Blades inside the Covid Vaccine. Found dead after his research went viral https://t.co/KwwFmi4SAy	V	
499	Moderna CEO: Could take weeks for more clarity on omicron Covid variant https://t.co/hYaZrvBNEF	O	
956	@MSNBC @thereidout I suppose that Abbott and his repuglican-led state legislators are so busy killing folks with covid  unmasking mandates they've no time to worry about mere families and helpless enfants going w/o power/heat freezing to death this winter. Sad, Horrific Criminal if it happens again		N
753	Looks like LeBron got COVID 🥴	E	P
1162	Basically the government have been misleading the public yet again ! Time to sign the Petition for a Referendum on the terrible UK Coronavirus Act !. https://t.co/jGR4NiwsI6 . Mass vaccination fails to halt Covid transmission rates – study — RT World News https://t.co/If08IpXSkJ	N	
1359	Latest #COVID19 vaccination update in Germany🇩🇪:. - 659,957 daily doses administered. - 123.35 million total doses administered. - 70.81% first dose vaccinated. - 67.97% fully vaccinated. https://t.co/BZbus8ORXB		
650	@Carzonfye With some COVID patients they essentially plank them and it improves their breathing		
864	@MaryLuke114 @Laracapybara @chennux @StereotypGasman Despite the delusions of Nazi idiots, the vaccines do not pose a risk of stroke or heart attack. But you know what does? COVID-19. It also has a risk of long term heart and lung damage.	V	
870	Nearly 50k Medicare patients died soon after getting COVID shot: whistleblower. https://t.co/wa1sKeuE8E		
559	@ClareBFFerguson Nah, it’s you that’s the poison, or a disease like a chattering-class cancer on society. . You’re ruinous COVID gig is up, you’ll have to start OCDing on Brexit again	E	P
244	@Itsal_withanL I got it and still got Covid. I honestly wouldn’t waste my time, unless you are one of the people at risk of dying from it.		
704	@ukiswitheu No Mr Javid, the misjudgement is all yours &amp; your maskless colleagues.Educate yourselves about Covid contagion &amp; proven mitigatns that suppress spread &amp; augment vaccines (which may be less effective against Omicron)&amp; set a good example to your constituents &amp; the people of the UK.	O	
1028	@babbles @idreesali114 I’m just suggesting some reality perspective might be in order; one sailor on that carrier died from Covid, while: https://t.co/ER30FkT4I4		
604	@FlippinSteve @MarkFriesen08 The fact CoVid exists and is killing plenty of faithful Christians is proof enough for me that a) god is evil or b) god is incapable, and in either case not worthy of worship &amp; adoration. Modern science has performed more “miracles” than faith healers and prayer ever have.		
163	@IveGotQuestion7 I don’t know who is CDF  you really think that every country in the world is in on some conspiracy?what do you think this madness is?the jab?drugs to treat it you say harmed your family ?. 18 people you know had covid died from remdisavir?. I’m guessing the covid killed them		
807	The public has not been informed or educated about the seriously debilitating, long lasting symptoms and illness that many people are experiencing even after a mild or asymptomatic case of COVID. They only talk about survival rates and believe death is the only negative outcome. https://t.co/xSaYGHW19T	I	
101	‘Access denied’: USC students are frustrated over COVID testing demand, experience delays in campus access after Thanksgiving break. https://t.co/Qoubx4yiJ7	I	
213	Cock-Blocking ass Covid man! 🤦🏾‍♂️		
589	@PuyulBantsUp @JDavis79742468 Let's look at the United States.. 339 million total doses administered.... 6,207 Reports of deaths/issues... That's 0.0018% of total vaccine shots administered.. Here's the article.... https://t.co/LMul1DKZ8N https://t.co/qwmui7um8r	V	
1490	@MarrowEscape i got the flu and i thought it was covid also, had a straight anxiety attack over it		
1070	@Sabrina_Poirier @CyruxiME They’ll catch Covid. I’m sure of it. And apparently it’s much more deadly the 2nd time….		
495	"@MissPompey66 @alexberesfordTV I read it that he ""relaxed"" and then got covid."		
877	@RepSwalwell Then vaxx your kids under 5, f*ckface!. . You think it's completely safe, go do it!!!. . Another BS strawman.. . Far more kids have died from the flu than from covid		
1063	COMMENT: Govt move to tighten regulations against Covid-19 is smart and well-timed . https://t.co/PVMPKr3zny		
794	My sister who made it a point to repeatedly talk shit to me on Thanksgiving for not being vaccinated just tested positive for Covid.... AGAIN. Cant make this shit up lmaooo 🐑	N	
359	@AddenoidalHonk Japan just closed the border for all foreigners today (even with Business Visa) because of new type of covid.. I think this is stupid 😭		
363	Blessing in disguise: Omicron variant may be ‘very positive’ news for the world if new Covid mutation kills off more lethal Delta coronavirus https://t.co/r8SZLNtHFI	O	
509	@JesseSpots @birbigs @CityHarvest Here’s a *story* about the term “food insecurity” (which was coined by Kissinger in the 1970’s). . . The STORY is from 2017. . . “Rolled out during COVID”, eh?. . https://t.co/uUI7YnkL7Q		
48	Exclusive: Forced to Get Vaccine to Remain on Lung Transplant List, 49-Year-Old Who Survived COVID Dies After 2nd Moderna Shot. MY TAKE: Whoever set this vaccination policy is an idiot, a murderer, or both, and has no business working in the medical field.. https://t.co/ZYPTiVFa5e	V	
863	WATCH LIVE - Covid-19 Response Minister Chris Hipkins and Director General of Health Ashley Bloomfield are providing an update. . https://t.co/4qK12drNs3		
1131	@Xelactually__ @JolieBelle_ @chopcheeese @C_will91 @Lj_Foster Tell me you don’t know anything about vaccines you grew up with compared to the new Covid 19 vaccine to make it easier for yourself	V	
571	@SenatorShaheen Do you know ANYTHING ANYTHING about the scientific data concerning Covid-19? And you want a revolution concerning abortion?  Good God, woman, uneducated belligerent inbred and reactionary we have enough of.		
654	@JamesMelville They’re cowards - they want to stay home for the rest of their pathetic lives or have someone to blame for not getting to the zero-Covid promised land lie.	E	P
1066	@BlackKnight10k Facts: @POTUS Sleepy 😴 Joe Biden needed Covid-19 and China 🇨🇳 to steal the election from Trump. Without COVID and China 🇨🇳 Sleepy 😴 Joe wouldn’t have stolen the election from Trump because he knows he can’t beat Trump without any help.		
518	FOX Nation’s Lara Logan Argues Against Testing For Covid-19 Coronavirus Variants https://t.co/7O1sDbQ7WS https://t.co/8ZqFEo1Ky9		
840	I need to buy these plane tickets but this new variant gotta chill 😩. . And my coworker just took his babies to Florida now they both have Covid 😢 I’m nervous af		
1339	@SGirardau And that’s just one province! Imagine how deep this goes! . . We have covid funding going to local papers all over Canada to the tune of 10’s of thousands for the tiniest small town. . . Of course no one wants this shit show to end!		
309	My cousin, that just had a baby like a month ago, had to be hospitalized because of Covid. It's insane, I just hope everything went well for her and she can go home tomorrow ; _ ;	E	P
457	hopefully covid kills me I’m tired of paying bills		
1424	Me and Charlie are meant to go to mum's in 3 weeks and they've just had a bunch of covid cases turn up in her suburb (literally all within 10 mins walk from her house).. we.. might not end up going 🥴		
764	FDA Advisers Vote To Recommend Authorization Of Pill To Treat COVID-19 https://t.co/GuMxHxBUbo		
1338	@paddykenny17 People haven’t been seeing the doctor when being Ill fact . They haven’t been going to hospitals due to COVID and fear of catching it while being seen , loads of hospitals are full of people not jabbed , those beds in icu can’t be used for people who actually need it ,		
796	@NotSoLittleC @CTweakThorne (I do these for the Office for National Statistics once a month for the Covid Infection survey. I hate it. But this is how I’ve had success!)	E	N
1254	@GerryLikesTacos @bsp_13 Might be in reference to Dugger going on the Covid list	E	P
843	@itskingsupreme @GirlNxDoor All NFL coaches are required to get vaccinated.. Only 2 Cowboys players were unvaccinated.. A total of 12-15 vaccinated players and coaches have gotten covid since training camp.		
876	@AperehamL @EthanHBellamy Coughs*** just about every eye doctor noticed the uptick last year. ***Coughs again. Way more people have had COVID than the official estimates. We are almost over this thing.		
1246	There were no new cases of COVID-19 reported in the FWLHD to 8pm last night. Genomic sequencing results for one person who arrived in Broken Hill from Africa on 26 November and tested positive for COVID-19 on Monday, has confirmed the person was not infected with Omicron variant. https://t.co/M2xphWpUcC	O	
1203	With the new COVID variant #Omnicron, recently discovered... Kindly ensure you are regularly washing your hands with soap and sanitizing yourselves.. . Following the health protocols will hopefully keep us all safe and healthy!. . #PrecautionIsBetterThanTreatment https://t.co/hxqA4rcK6B		
405	@SneezeVr Well! It’s official COVID has infected all my favorite friends and all the people I want to befriend	E	P
127	I don't know about you, but I'm quite anxious about the COVID-19 Omicron variant, so I really appreciated the expertise of Dr. @LisaBarrettID in one of the last interviews of @CTVAnchor on @CTVAtlantic News at 6.. .  https://t.co/6jKOPvPgOm	O	
209	@RepStefanik the party that applies choice and freedom to a deadly virus is arguing that they don't apply to deadly drugs? lol. it's a personal choice to not get a vax and not wear a mask and die from covid? so it's a personal choice to do illegal drugs and die from it too.		
1344	@ScooterCasterNY Oh well! Sorry- sucks for workers - but people have had enough of the BS with covid- this will be happening More - guarantee ~		
826	I'm with Charlie. I'm vaccinated and boosted and trying to live a normal life. Anti-Covid measures are a much, much bigger worry for me at the moment than Covid. https://t.co/NoqdOfJMhs	I	
1051	@RyanGeorges15 @Nunovyerbiznis @tedbell212 @stephiebieRN @fordnation @celliottability Covid, aka the flu, has been around forever. It’s your body’s way of removing toxins. It is in changed regardless of “vaxxine”. Well unless you steal the deaths for another purpose like a fake pandemic. . . Unchanged year to year, aside from slight increase from population growth. https://t.co/9RzgdZ6XOI	I	P
1168	@Vialconica So us it suicide or covid ?		
676	@tedperl @Kafwen1 @Virg21Nicholls Tbh you can twist statistics to make them suit your own agenda. Prior to vaccines the survival rate of covid was 99% for most people with no risk of vaccine injuries. If you want to argue the 1% feel free,  you are only trading one minority group for another. no moral win here.	V	P
29	My condolences 💐 to the families, loved ones 🥰 , friends and communities of these 41 people who we lost 😞 to COVID-19.  Their absence will be deeply felt. https://t.co/RxvTwSmAQ0 https://t.co/8rBxNYCkwP		P
714	They are tossing the term “Only vaccinated Activity” OVA:. To push for mandating forced vaccination of minor children in Canada:. This is a crime:. When can my child get a COVID-19 shot? | CTV News https://t.co/n6BROUBn84	N	
329	The republicans are no longer in power! You were part of the very sad failure by the trump bafoons that failed to control Covid!  Shame on you you are nothing but a P.O.S. And traitor! https://t.co/leBgZCOG9j		N
832	This is also why Trump wanted people to pretend COVID was no big deal in the U.S. while blaming China. He cared more about appearances and personal vendettas than lives. https://t.co/MfKNfCccSO		
983	@smh @jcollett_money To avoid direct contact that spreads COVID, use free BostApp instead to communicate with people at the same place. Download for free at Apple https://t.co/uChWynVbJG &amp; Google https://t.co/Nvi0yitq3f https://t.co/5f23VoWr9s		
36	My favorite thing about US covid measures is that at a lot of locations, you have to be inside a car to be tested at a drive-thru facility. That alone says so much about how little the country gives a shit about its people		
6	How to go viral? Just be a COVID-19 mutation #Omicron: Everyone will talk about you. Make fun of you. Will gossip about you. Will create bullshit around you. Will die for or with you and get invested with you. A few days after your birth you will be world famous! think about it! https://t.co/LsSFgu2Wcc	O	
592	1. Age- duh. . 2. Covid absolutely should not count https://t.co/MXyiI7BwnT		
180	@jkenney No collapse of our healthcare system? Maybe you were in one of your Jameson induced blackouts when this happened, you gaslighting POS. https://t.co/7ZofHlyHrV		
1414	@PepticSkepticUK Death within 28 days of a positive test means people with weakened immune systems as well of those who were fit, die as a result of not being able to fight the agony of Covid Mr Peptic. So Covid was the last straw for some of them or they might have survived longer.	N	
1204	Some great news for our Mexican fans today! We've added a new date in Monterrey! 🇲🇽🤘. The welcoming we had in Mexico right before Covid was electric ⚡ We're so excited to be back 👊🖤. 07.3.22 Monterrey - Café Iguana. Tickets: https://t.co/GMUjgi6I9w. #soen #imperialtour #mexico https://t.co/VtVFha1cGh	N	P
514	@LnxVert @TheRealRalphC @LakersReporter Pray for LeBron 🙏. He's immunocompromised. So old he can't fight COVID even with a vaccine.	V	
1467	The company systematically failed to record Covid-19 cases in its warehouses, recording only 27 work-related illnesses for all of 2020 in the category that includes Covid-19 infections.. . https://t.co/Z7GV4fqZWf		
171	Cover story . . https://t.co/oGclTbVR7e		
1312	@choahsvinnie I swear when I reunite with certain friends I haven’t see Because of uni or covid it literally feels so different too:(		
1475	@ebizi_ Reporting him for not checking covid passes. It will not be well		
1323	Holy shit covid made us realize we was never supposed to be eating cake that somebody else blew the candles out of😅😭😭		
367	I will never get over influential people going on TV and asserting that the overlooked weapon against COVID is getting COVID.		
1416	@chrislhayes In the US, we're fast approaching the point where, if we're not there already, the vast majority of us will personally know someone who died from covid-19.. . In my case? The son of a dear friend, who left behind a wife and kids.		
852	Covid? 😥		
1269	⚡️ “Why Omicron’s list of mutations is sparking concern among COVID-19 vaccine makers, scientists and health experts” by @globeandmail https://t.co/F4Gf6FE1ix	O	
1276	Sneakerhead ESSENTIAL #blazer #nike #sneakerhead #hype #supreme #virgil #rip #offwhite #shoes #gucci  #nfl   #nba #curry #jordan #crypto #stocks #invest #trading #tradingcards #sports #sportcards #panini #prizm   #rookie #investing #ps5 #xbox #covid https://t.co/IpR9uSv1C1		
798	Biden Tries to Reassure on COVID as He Sells Spending Plan https://t.co/DlIsAmXzTE		
321	@BorisJohnson U isolate everyone in the household if 1 tests positive, honestly! Who makes ur ridiculous rules and what drugs r u all on? 🤯 Face masks in shops but not pubs, one kids has covid yet siblings can go to school to spread it until they test positive 🙈 how is any of that logical?	V	N
562	@HKPROSIQUE Covid		
966	U.S. panel supports first-of-a-kind COVID-19 pill from Merck https://t.co/YeRYaASrNi		
154	Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/vBfebiMdkj		
139	@RonnyJacksonTX Lol, South Africa is trying to interfere with our elections for the democrats? Even if what you say were remotely true, (a year in advance🤣) safety first is better than a Trump take, which is, get out and vote for GOP &amp; then you can get covid and die b/c we don’t care about you.		
711	@thdivewhisperer Hyenas eat bones every day, never heard of them getting flu or covid.		
1096	@red90rover @GoAHealth @YourAlberta Why, I’ve had Covid so have natural immunity.		
873	@RepSwalwell Prove your vaxx prevents you from getting covid or producing variants. Put your money where your big mouth is.		
854	"Why is it that the media ignores the fact that the infection rate is low and the ""director of the National Institutes of Health"" refuses to answer why?. https://t.co/QkYoMEHYiJ"		
842	Amazon hid nearly 20,000 COVID cases among its employees from federal regulators.. . Amazon identified nearly 20,000 COVID cases, but reported only 27 cases of “respiratory conditions” to OSHA.. . #Amazon #AndyJassy #JeffBezos #Bezos #AmazonJobs #AmazonWorkers https://t.co/OMf3MJcB7U	I	
1026	We hope NY Congressional delegation told @GovKathyHochul to listen to experts at CDC, WHO, &amp; more &amp; mandate masks in NY. . . NY has high #Covid19 transmission and Covid cases and hospitalizations are rising.. . NY needs to mandate masks in all public, indoor spaces.. . #MandateMasksNY https://t.co/XPzuScyv5H		
